V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
6718,84448,36,6296,8754,130,4609,23764,6688,2353,1958,1869,7391,5885,0.9894,0,0
6746,89845,47,6296,130399,11093,7025,6720,2551,5971,23462,0.999,0,0,0,0,0
675,701,890,898,983,2099,10411,10486,10401,11178,10763,10555,1020,0.9964,0,0,0
6750,3725,10332,10164,10402,10221,10216,1019,10131,10615,10493,10128,0.9941,0,0,0,0
6755,467,10293,1062,10621,10471,112476,10841,11234,0.9856,0,0,0,0,0,0,0
6756,21,30,36,84320,414149,6257,2186,0.9927,0,0,0,0,0,0,0,0
6770,1050,90993,2353,4609,3164,1012,10061,10164,10067,10112,10055,0.9941,0,0,0,0
6781,1050,1012,10221,1071,1033,10449,10979,10922,10865,0.9961,0,0,0,0,0,0
6785,1958,4609,1012,10067,10061,10092,10055,100132464,10013,100289635,0.9957,0,0,0,0,0
6790,9625,18,21,340273,89845,53615,5087,7025,0.9908,0,0,0,0,0,0,0
6804,9625,4363,116236,30,10449,4609,6257,5452,0.9908,0,0,0,0,0,0,0
6817,1958,2353,23462,23764,4609,1012,10067,10061,100132464,10092,10055,10112,10038,10016,100289635,0.9946
682,1958,1959,4609,7020,10067,10061,10092,10038,10057,10056,10055,10016,100132464,10013,0.9907,0
6820,53335,1879,1958,3725,1012,10164,10038,10092,10138,10036,0.9937,0,0,0,0,0
6843,4609,10067,10055,10197,100132464,10061,0.9921,0,0,0,0,0,0,0,0,0
6853,467,1958,1012,10092,10054,10013,10062,0.997,0,0,0,0,0,0,0,0
6855,1869,1870,1875,144455,1958,1012,10085,10052,0.9985,0,0,0,0,0,0,0
6857,8022,7020,10196,10092,10057,10221,10059,10130,10016,10128,0.9891,0,0,0,0,0
6869,6662,1869,144455,1870,2353,1848,1756,23516,124637,2027,1284,0.9933,0,0,0,0
6894,1958,1012,10249,1021,1019,0.996,0,0,0,0,0,0,0,0,0,0
6913,4609,10067,10061,10055,10036,10197,100132464,0.9893,0,0,0,0,0,0,0,0
6915,1879,7020,10165,10019,10103,10111,1018,10062,10121,10101,10092,10025,0.9969,0,0,0
6916,1050,2118,3725,4602,7020,1012,10057,10092,10051,0.9919,0,0,0,0,0,0
6939,2308,143941,1369,10112,10733,140609,1499,1462,1031,0.9963,0,0,0,0,0,0
6941,1869,2353,10052,10164,10085,10216,10051,10092,0.9974,0,0,0,0,0,0,0
6943,333,7572,55274,6929,1869,114034,5087,8543,23598,1523,322,0.9911,0,0,0,0
6944,89845,10057,10449,6296,72,5087,5885,2551,7391,23462,1050,0.9948,0,0,0,0
6949,1869,2354,2353,3726,3725,10052,10085,10164,10092,0.9945,0,0,0,0,0,0
699,23462,1284,1778,1634,2146,2170,0.9969,0,0,0,0,0,0,0,0,0
6991,1958,1012,10249,10092,10243,10036,10130,0.9964,0,0,0,0,0,0,0,0
701,675,4602,1033,10969,10131,1191,1063,11169,116236,11332,10051,10653,0.9858,0,0,0
7010,2625,143941,10164,112,10174,10057,119467,0.9942,0,0,0,0,0,0,0,0
7015,2099,2114,4609,10061,10067,10197,100132464,10057,10124,1020,10200,10055,10121,0.9906,0,0
7020,51166,9625,10257,10057,116236,1020,10221,1018,0.9933,0,0,0,0,0,0,0
7037,1869,1879,1958,3725,4609,10085,10052,10061,10055,10092,10067,10103,0.9962,0,0,0
7042,367,1869,1870,4609,1012,10052,10061,10067,10085,10092,10131,10111,0.9979,0,0,0
7049,1869,7020,10052,10085,10092,10057,10124,10051,10059,10165,10099,10062,0.9969,0,0,0
7053,1050,1649,1012,1033,1071,0.9974,0,0,0,0,0,0,0,0,0,0
7056,2099,2114,3725,4609,10164,10061,10057,10073,10067,10058,10055,10156,100132464,10038,0.9915,0
7057,53335,1879,1958,2353,4609,1012,10067,10112,10061,10055,0.9957,0,0,0,0,0
7060,4609,10067,10055,10197,10061,0.9919,0,0,0,0,0,0,0,0,0,0
7069,10351,340273,4363,10257,30,6257,6688,5087,7391,4149,4609,1869,7157,1523,1050,0.9847
7070,2099,1020,10486,10555,10401,111,10411,10749,11243,11070,0.9935,0,0,0,0,0
7071,1869,1958,2353,3725,4609,10052,10061,10067,10092,10085,0.9954,0,0,0,0,0
7079,2099,7020,1020,10221,10139,10196,1021,10057,10092,0.9874,0,0,0,0,0,0
7083,1050,1869,4602,7020,1012,10052,10092,10085,10057,10016,10059,10051,1009,0.9955,0,0
7086,1960,4609,10067,10055,10061,10036,10197,10131,10058,10128,10129,0.987,0,0,0,0
7098,21,10257,10057,116236,10449,5452,4609,1869,5460,0.9893,0,0,0,0,0,0
7099,3725,10332,10164,10402,10131,10163,10221,1019,10302,10073,0.9933,0,0,0,0,0
7103,3725,10332,10164,10221,10402,10216,1019,1020,10131,10615,10544,0.9957,0,0,0,0
7104,340273,72,97,8745,9509,2099,3297,5090,988,5451,5087,1523,0.9915,0,0,0
7123,4783,10174,10067,131965,152573,151887,10979,10890,161742,145873,1870,0.9902,0,0,0,0
7130,2353,3725,10332,10164,10112,10402,10036,10216,0.9942,0,0,0,0,0,0,0
7134,1958,3725,4783,1012,10164,10174,10067,10092,10013,0.9919,0,0,0,0,0,0
7136,7020,10221,10057,10196,10092,10130,10059,1020,10016,10128,0.9901,0,0,0,0,0
7138,89845,30,10449,6296,72,7391,5885,5087,7025,2353,6257,3170,1050,6778,23462,0.9946
7141,10057,116236,30,33,47,5452,6688,1958,7391,6257,5460,3172,4149,2625,6720,0.9904
7148,1869,1870,1875,144455,2354,10052,10085,10164,10092,0.9969,0,0,0,0,0,0
715,1958,3725,1012,10164,10092,10127,10044,10062,10163,10013,10107,0.9955,0,0,0,0
7153,1050,1869,2353,3725,4602,1012,10052,10085,10092,10062,0.9941,0,0,0,0,0
7161,983,1050,1107,1869,1870,1012,10052,10085,10113,10092,0.9993,0,0,0,0,0
7169,3725,4609,7020,10067,10061,10055,10057,10092,10036,10128,10038,10059,0.9939,0,0,0
7170,2099,4824,10486,1020,10401,111,10411,10763,10307,10555,10634,10669,0.9938,0,0,0
7184,367,2353,4609,1012,10164,10061,10067,100132464,10111,10112,10038,10036,10055,0.9944,0,0
7188,21,4363,10257,30,36,6257,6688,4149,1050,7391,1869,6775,7157,0.9896,0,0
72,340273,10057,116236,10449,55,5452,4609,0.9949,0,0,0,0,0,0,0,0
7203,1869,1870,1875,144455,2353,10052,10085,10164,10216,1003,10051,10111,1021,1017,10124,0.9973
7220,3725,4602,10332,10164,1033,10051,10236,10402,10221,10216,10300,0.9921,0,0,0,0
7223,18,4329,226,249,283373,1958,7025,2296,3727,7391,0.9921,0,0,0,0,0
7225,467,4773,4776,1062,10293,10621,1073,10971,11124,10128,10841,10521,10730,0.9925,0,0
7272,84320,414149,47,10965,6296,7391,5087,3174,4800,6720,4211,1875,0.9928,0,0,0
7275,18,30,10965,2180,2182,6257,4149,3172,1958,405,1870,0.9842,0,0,0,0
727897,4609,10067,10061,10055,10197,10221,100132464,10036,10171,10128,0.9903,0,0,0,0,0
727940,23462,2146,10535,1634,1778,1213,10841,116535,2065,1370,10128,0.9922,0,0,0,0
728,1879,4609,10067,10197,10055,10061,10007,1019,10036,10128,0.9907,0,0,0,0,0
728833,1869,1870,1875,144455,4609,10052,10085,10061,10092,1003,10124,10067,0.9985,0,0,0
729,1050,4602,1012,10221,10449,1033,10051,10236,0.9919,0,0,0,0,0,0,0
7292,9625,18,340273,89845,10057,2625,5087,7025,0.9919,0,0,0,0,0,0,0
7293,21,340273,4363,10257,30,6688,4149,3659,6257,1523,1869,7391,6778,0.9866,0,0
729396,21,4363,10257,30,36,6257,7391,6688,1869,1050,7157,0.9889,0,0,0,0
729447,21,4363,10257,30,36,6257,7391,6688,1869,1050,7157,0.9891,0,0,0,0
7295,1958,2118,3725,4609,7020,10061,10057,10067,10092,10055,10059,10038,10013,10036,100132464,0.9914
729533,1869,1870,1875,144455,1958,1012,10052,10085,0.999,0,0,0,0,0,0,0
7296,2353,23462,4609,7020,10067,10057,10038,10092,10055,10112,100289635,10061,0.9915,0,0,0
7298,1869,4609,10052,10092,10061,10067,10085,10055,0.9981,0,0,0,0,0,0,0
730,21,10257,10057,116236,176,5452,4609,5460,5885,6775,6929,7391,4149,5451,6935,0.991
7301,1869,1870,1875,144455,10052,10085,1029,0.9993,0,0,0,0,0,0,0,0
730101,51166,176,6296,9510,134,6772,6925,4149,6773,5460,0.9939,0,0,0,0,0
7306,4363,10257,174,285,358,2353,1869,3725,2354,2114,0.9812,0,0,0,0,0
731,9625,18,89845,116236,10449,5452,6927,5460,3172,1050,0.9923,0,0,0,0,0
732,9625,18,21,89845,10257,1869,7025,0.9934,0,0,0,0,0,0,0,0
7345,4602,4609,10067,10061,10055,100132464,10197,10051,10036,0.9868,0,0,0,0,0,0
7349,84448,176,23305,6296,130399,6257,3727,7391,0.9935,0,0,0,0,0,0,0
7364,23764,11112,23023,10236,1958,22809,0.9873,0,0,0,0,0,0,0,0,0
7371,467,4609,10061,10067,10055,10197,10131,100132464,10062,10096,10007,10036,0.9902,0,0,0
7380,4363,30,10449,32,36,6257,51085,4609,6688,6720,4149,7391,0.9885,0,0,0
7381,1050,1869,1012,10052,10085,10051,10221,10253,10092,10111,0.9989,0,0,0,0,0
7433,7020,10111,10165,1020,10128,1021,10101,10139,0.9965,0,0,0,0,0,0,0
7436,6662,1869,144455,1870,2353,1848,1756,23516,124637,1741,150696,0.9873,0,0,0,0
744,1869,1870,1875,144455,10052,10085,10253,10092,1017,10257,1029,0.9996,0,0,0,0
7443,4363,10257,10449,176,414149,4800,1488,1869,5885,0.9891,0,0,0,0,0,0
7450,2114,23764,11112,10236,1958,11319,1959,10861,10283,11198,0.99,0,0,0,0,0
7461,1879,1958,1012,10038,10128,10036,10092,10130,0.9957,0,0,0,0,0,0,0
747,1958,7546,1012,10249,10092,10243,10036,10221,1020,10048,10013,0.9934,0,0,0,0
7472,467,2735,2736,6662,10841,1062,10293,10681,10961,10621,10043,11043,10131,0.9925,0,0
7475,1050,2735,2736,4602,7020,1012,10092,10057,10051,10059,10130,10016,10131,10111,0.9937,0
7481,467,1958,1959,1960,2099,1012,10062,10044,10057,10009,10156,10148,10092,10121,1020,0.9934
7498,1050,1012,1033,1071,10221,10979,10922,10154,10449,10865,0.9973,0,0,0,0,0
7504,467,1958,1959,1960,2099,1012,10044,10057,10156,10062,10092,0.9947,0,0,0,0
7516,4609,7020,10092,10067,10061,10016,10057,10055,10059,100132464,0.9923,0,0,0,0,0
7517,2189,2353,10332,10164,10486,10216,10371,10112,10544,10211,10493,0.9974,0,0,0,0
7534,1869,1958,2023,2308,9759,1012,10052,10085,10092,10051,0.9984,0,0,0,0,0
7538,60468,53335,1958,2354,8061,1012,10164,10092,10134,10148,10171,10062,10013,10097,0.9917,0
7546,9510,375790,221079,8927,10669,112476,2200,143503,23187,10903,2029,1869,1958,0.9943,0,0
7552,467,4783,6662,10067,10174,10293,1062,10621,10471,10458,10681,0.985,0,0,0,0
7553,89845,11093,134637,130,79841,6925,7025,10474,5595,51548,5451,0.9978,0,0,0,0
7579,340273,89845,10060,84448,10965,7025,1958,4205,1523,5087,0.9886,0,0,0,0,0
758,84448,176,23305,6296,130399,6257,7391,1488,1958,6688,5087,3172,5885,3170,10664,0.993
7594,414149,47,10965,6296,8754,7391,2353,5087,4205,3174,6720,0.9918,0,0,0,0
761,358,367,147685,8318,140578,1012,10401,1071,11140,11188,1499,1376,1581,0.9965,0,0
762,2354,8061,2353,3726,3725,10332,10164,10402,10112,10163,10216,1019,10131,0.9939,0,0
7639,4609,10067,10061,10055,10197,10221,100132464,0.9893,0,0,0,0,0,0,0,0
7643,21,30,36,84320,414149,6257,6721,2186,4609,10009,0.9911,0,0,0,0,0
768,60468,7020,10164,10196,10092,10057,10134,10130,10059,10016,1020,10079,0.9891,0,0,0
7681,4609,10067,10061,10197,10055,0.9914,0,0,0,0,0,0,0,0,0,0
7703,894,1958,4609,1012,10067,10061,10092,0.9969,0,0,0,0,0,0,0,0
771,1869,1879,2099,10052,10085,10017,10038,10121,0.9984,0,0,0,0,0,0,0
775,4773,4776,144455,1827,1869,1870,2353,1958,0.9927,0,0,0,0,0,0,0
777,53335,2308,5460,10733,10112,1031,10783,10370,10552,10154,10631,10513,10000,0.9844,0,0
7772,21,4363,10257,30,36,6257,7391,0.9889,0,0,0,0,0,0,0,0
7780,21,30,36,84320,6296,6257,3172,2186,4149,4609,144455,1870,6256,3727,4800,0.9916
7781,21,89845,4363,10257,30,7025,1869,7391,6257,7157,0.9921,0,0,0,0,0
7784,1050,1649,3725,4609,7020,1012,10061,10057,10092,10067,10055,10059,100132464,0.9936,0,0
780,1958,2354,8061,2353,3726,1012,10164,10092,10112,10044,10062,10036,10163,1020,0.9943,0
7804,1958,2118,7020,1012,10057,10036,10139,10092,10121,10097,10130,0.9943,0,0,0,0
782,4609,10067,10061,10221,10197,10055,100132464,10128,10038,10056,1020,0.9929,0,0,0,0
784,1958,7020,1012,10036,10057,10092,10130,10139,0.9946,0,0,0,0,0,0,0
7849,1734,4609,6258,10067,10055,10061,10197,10171,100132464,10036,0.9914,0,0,0,0,0
785,1050,1649,4609,1012,10067,10055,10061,10036,0.9959,0,0,0,0,0,0,0
7869,2099,4609,7020,10061,10067,10092,10038,10131,10057,10121,10099,10128,10055,0.992,0,0
7873,1050,4609,5460,1012,10061,10067,10197,10055,0.9963,0,0,0,0,0,0,0
78989,1958,4609,1012,10061,10067,10092,100132464,10128,10013,0.9949,0,0,0,0,0,0
78990,467,1062,10293,112476,10521,10841,1019,10621,10961,0.989,0,0,0,0,0,0
78995,3725,10332,10164,10411,10221,10216,10402,10131,10163,10371,0.9944,0,0,0,0,0
790,1869,1958,2099,4609,7020,10052,10085,10061,1003,10013,10062,10092,100289635,10067,0.9963,0
79005,4175,51053,8317,84515,144455,1870,7025,54675,4172,5451,0.9902,0,0,0,0,0
79007,1958,4609,1012,10067,10061,10055,0.9955,0,0,0,0,0,0,0,0,0
79019,1869,1870,1875,144455,1879,10052,10111,10085,10099,10038,10092,0.9988,0,0,0,0
79022,1869,10052,10085,1029,10092,10051,10253,0.9991,0,0,0,0,0,0,0,0
79023,4609,10061,10067,10197,10221,10055,100132464,10062,10131,10096,10111,0.9908,0,0,0,0
79054,84448,176,23305,6296,130399,4790,6257,7391,1958,405,5885,1488,23462,0.9919,0,0
79075,1869,10052,10085,10051,1029,10309,10296,10253,1021,10236,10124,0.9994,0,0,0,0
79098,53335,1879,1958,1012,10038,10092,10128,0.9951,0,0,0,0,0,0,0,0
79140,53335,1879,1958,4609,1012,10061,10055,10067,10092,10036,10054,10111,0.9962,0,0,0
79152,1869,7020,10052,10092,10085,10051,10016,0.9972,0,0,0,0,0,0,0,0
79153,2354,8061,2353,2625,3726,10332,10174,10057,10402,10164,10486,10163,10216,10112,10253,0.9947
79169,1958,3725,1012,10164,10062,10138,10163,10097,10130,10044,10107,0.995,0,0,0,0
79170,53335,1879,1958,8061,2353,1012,10164,10092,10036,10112,10054,10062,10130,10097,10038,0.9943
79172,18,21,4363,10257,10057,7391,405,4149,2099,1869,3172,6775,2625,4609,1874,0.9853
79173,1869,1958,1012,10052,10085,10092,10051,0.9987,0,0,0,0,0,0,0,0
79191,1958,2308,7020,1012,10059,10112,10121,10062,10057,10130,10043,0.9983,0,0,0,0
79370,21,10257,10057,116236,176,5452,4609,1488,5885,5460,1869,0.9925,0,0,0,0
79444,3725,4609,7020,10067,10061,10092,10057,10055,10059,100132464,10036,10038,0.9933,0,0,0
79573,89845,11093,134637,130,79841,7025,6925,2033,51548,2310,6872,2551,0.9978,0,0,0
79574,60468,2354,8061,2353,2625,10332,10164,10174,10057,10293,10402,10112,10163,10216,10134,0.9931
796,21,84448,30,36,84320,6257,1870,4609,144455,10009,1869,6721,6720,2186,10664,0.9921
79616,2353,3725,10332,10164,10112,10402,10216,10036,10411,0.9955,0,0,0,0,0,0
79633,9625,18,21,340273,89845,7025,7391,5087,4149,0.9902,0,0,0,0,0,0
79658,4363,10257,174,285,358,7391,2353,2114,1869,0.9828,0,0,0,0,0,0
79660,4609,7020,10067,10036,10061,10092,10038,10057,10055,100132464,0.9926,0,0,0,0,0
79674,1869,2099,8022,10052,10085,10253,10051,1020,0.9979,0,0,0,0,0,0,0
79689,21,10257,84448,30,10449,1869,6257,0.9902,0,0,0,0,0,0,0,0
79690,1869,1870,1875,144455,10052,1029,10085,10253,0.9993,0,0,0,0,0,0,0
79695,21,10257,10057,116236,176,5452,1488,5885,0.9936,0,0,0,0,0,0,0
79734,18,340273,112,147,57016,2353,2354,22809,1523,4205,2033,2186,4784,0.9897,0,0
79739,2182,11174,150209,51421,284,4824,5460,4800,22809,6257,2099,0.9934,0,0,0,0
79772,4783,7020,10067,10174,10196,10092,10221,10057,1020,10059,0.9881,0,0,0,0,0
7980,53335,1958,2354,8061,2353,1012,10164,10092,10112,10062,0.9943,0,0,0,0,0
79801,7020,10196,10092,10221,10128,1021,10090,1020,10139,10059,10124,0.9898,0,0,0,0
79802,176,11093,134,151,174,6925,6938,1106,1488,6935,23462,5452,2551,5885,3066,0.9983
79816,21,89845,4363,10257,30,7391,7025,6257,0.9918,0,0,0,0,0,0,0
79829,21,89845,4363,10257,30,7391,7025,6257,1869,7157,6775,0.9932,0,0,0,0
79838,4609,10067,10061,10055,10197,10221,10036,100132464,10056,0.9906,0,0,0,0,0,0
79839,89845,11093,134637,130,79841,7025,6925,0.9978,0,0,0,0,0,0,0,0
79841,18,21,89845,10257,10057,7025,3659,7391,1869,0.9922,0,0,0,0,0,0
79848,7020,10221,10057,10092,10196,1020,10130,10059,10016,10139,0.9873,0,0,0,0,0
79853,10257,10449,176,9510,9509,988,4609,1523,7546,6667,1869,5885,0.993,0,0,0
79856,2625,143941,10164,10293,0.9942,0,0,0,0,0,0,0,0,0,0,0
79885,9625,21,4363,10257,10057,7391,10013,2099,1869,0.9893,0,0,0,0,0,0
79888,1958,4609,7020,10067,10061,10057,10038,10092,10055,100132464,10036,100289635,0.9924,0,0,0
79899,21,340273,4363,10257,10057,7391,2099,5087,1869,3131,0.9895,0,0,0,0,0
79905,51166,21,10257,10057,116236,5452,4609,3170,0.9941,0,0,0,0,0,0,0
79915,84320,133,83543,226,54443,10782,2551,1958,10009,2624,2353,1874,4774,4800,1875,0.9931
79924,21,30,36,84320,6296,6257,3172,2186,6935,4800,144455,4149,5885,6256,23462,0.9921
79925,21,10257,10057,116236,176,5452,1488,5885,0.9931,0,0,0,0,0,0,0
79935,84448,176,23305,6296,130399,1488,6257,7391,2099,1958,5885,2353,405,6688,0.9919,0
79943,1869,4609,7020,10052,10061,10085,100132464,10092,10059,10067,0.9976,0,0,0,0,0
79957,21,10351,340273,10257,10057,5087,6775,3297,7391,2625,1869,3298,2099,0.9871,0,0
79968,1869,10052,10085,1029,10309,10092,10051,10253,0.999,0,0,0,0,0,0,0
79980,7020,10221,10092,10196,10057,10059,10130,10016,1020,10139,1021,0.9911,0,0,0,0
79983,9719,151,336,4059,715,4211,4208,6925,3170,6257,6599,0.9963,0,0,0,0
79986,21,10257,10057,116236,176,5452,5460,1488,1958,7391,1869,5885,0.9929,0,0,0
79987,2353,3725,10332,10164,10402,10163,10112,10411,0.995,0,0,0,0,0,0,0
79993,1869,10052,1029,10085,0.9993,0,0,0,0,0,0,0,0,0,0,0
80000,1869,7020,10052,10092,10085,10016,10057,10051,10139,0.9973,0,0,0,0,0,0
80008,2353,3725,7020,10164,10057,10112,10092,10036,10130,10131,10059,10139,10165,0.9894,0,0
80022,30,10965,2180,2182,23305,1869,1870,6257,7391,1958,405,4211,0.9877,0,0,0
80023,3725,10332,10164,10402,10221,10216,10131,10411,1019,10300,1020,0.9943,0,0,0,0
80028,18,21,89845,10057,84129,2625,4149,7025,0.9895,0,0,0,0,0,0,0
80031,1869,1870,1875,144455,4609,10052,10085,10061,1003,10092,10111,10067,10051,10131,10097,0.9981
80071,89845,4363,30,10449,32,6778,6667,7025,4149,6257,0.9944,0,0,0,0,0
80086,60468,1879,3725,4609,7546,10061,10164,10055,10067,10134,10062,10036,10038,10058,0.9925,0
80115,2099,7020,1020,10221,10139,10092,10057,10196,1021,10019,0.9873,0,0,0,0,0
80119,4609,10061,10067,10055,10197,10221,100132464,10213,10062,10131,1021,0.9918,0,0,0,0
8013,467,60468,1050,1958,2099,1012,10164,10062,10113,10156,10121,10000,10131,10057,0.995,0
80139,2354,8061,2353,3726,3725,10332,10164,10402,10112,10216,0.994,0,0,0,0,0
80144,1050,4609,1012,10061,10067,10055,10197,0.9967,0,0,0,0,0,0,0,0
80168,1958,8061,2353,2625,3725,1012,10164,10062,10057,10138,10036,0.9945,0,0,0,0
80179,4609,10067,10061,10055,100132464,10124,10213,10221,0.991,0,0,0,0,0,0,0
80184,7020,10221,1020,10092,10016,10196,10201,10116,0.9909,0,0,0,0,0,0,0
80201,3725,4609,10164,10067,10061,10055,100132464,10056,10038,0.9905,0,0,0,0,0,0
80206,47,10965,130399,8751,8754,9319,1869,2099,2353,4800,6720,2033,4205,405,0.9915,0
80210,21,10057,116236,30,36,5452,6688,6257,4609,0.9912,0,0,0,0,0,0
8022,54058,1756,1869,1870,1875,10085,10052,1003,10111,10044,10236,1021,10051,0.9988,0,0
80235,1958,2353,23462,4609,1012,10092,10061,10067,10112,0.9962,0,0,0,0,0,0
80243,1960,4783,10067,10894,10540,10174,10535,10262,11004,1031,0.9925,0,0,0,0,0
80263,1869,1958,4609,7020,10052,10085,10061,10092,0.997,0,0,0,0,0,0,0
80274,21,10257,10057,116236,176,5452,5885,5460,1958,2099,4609,1488,7391,0.9915,0,0
80303,51166,21,10257,10057,116236,5452,4609,1869,140690,5460,4149,6722,0.9925,0,0,0
80310,21,10257,10057,116236,84448,5452,4609,1869,5460,7391,0.9907,0,0,0,0,0
80317,89845,2182,11093,11174,134637,7025,6925,6935,5452,0.9981,0,0,0,0,0,0
80320,1869,1870,1875,144455,1958,1012,10052,10085,10092,10051,0.9991,0,0,0,0,0
80328,21,10257,10057,116236,10449,5452,4609,1869,5460,0.9911,0,0,0,0,0,0
80336,1958,1012,10249,10253,10221,10092,10013,10130,0.9962,0,0,0,0,0,0,0
80345,89845,11093,134637,130,79841,7025,6925,0.9977,0,0,0,0,0,0,0,0
8038,2308,143941,10733,1031,10112,140609,1369,0.9911,0,0,0,0,0,0,0,0
8061,148,147,83543,218,11199,10164,10251,10221,10319,0.9958,0,0,0,0,0,0
80704,8022,1893,1869,0.9936,0,0,0,0,0,0,0,0,0,0,0,0
80727,1959,1960,10540,10894,1031,10535,11004,11060,10262,11022,0.9913,0,0,0,0,0
80728,4609,10067,10061,10055,10197,10036,10221,100132464,10213,10096,0.9904,0,0,0,0,0
80736,467,4609,4824,10061,10067,1020,10055,0.9906,0,0,0,0,0,0,0,0
80758,1050,1960,3725,4609,1012,10164,10061,10067,10163,10062,0.9927,0,0,0,0,0
80765,4363,30,10449,32,36,4609,6257,6688,51085,0.9909,0,0,0,0,0,0
8091,983,10401,4869,11178,4800,4087,1459,4194,0.9961,0,0,0,0,0,0,0
81033,2099,10486,10411,10401,1020,111,10555,10763,10987,11243,11331,0.9949,0,0,0,0
81035,1959,1960,2353,3725,10164,10262,10112,10163,1031,10131,10216,10197,10036,0.989,0,0
8110,4783,131965,10174,145873,10067,144455,161742,1870,1869,1191,10979,0.9859,0,0,0,0
81493,7020,10221,10196,10057,10092,10130,10059,1020,10128,10016,10139,0.9867,0,0,0,0
815,1869,1870,1875,144455,10052,10085,10092,10253,1029,10309,10051,1003,10227,10124,0.999,0
81539,1869,10052,1029,10092,10085,10253,0.9994,0,0,0,0,0,0,0,0,0
81543,4609,10067,10061,10055,10036,10221,10128,1020,10038,10197,10111,0.9913,0,0,0,0
81569,4609,10067,10061,10055,10197,10221,100132464,10036,0.9906,0,0,0,0,0,0,0
81578,21,10257,10057,116236,176,5452,1488,5460,4609,5885,0.9936,0,0,0,0,0
816,1869,1870,1875,144455,1958,1012,10052,10085,0.9993,0,0,0,0,0,0,0
81610,2353,7020,10164,10057,10165,10092,10121,10139,10163,10016,10120,0.9927,0,0,0,0
81615,9625,116236,84320,2182,4185,6257,144455,5452,5460,1870,3172,1869,2186,1958,0.9933,0
81621,7020,10221,10057,10196,10092,10130,10059,1020,10016,10090,0.9889,0,0,0,0,0
81624,2308,143941,10733,114907,1499,1031,1369,10112,140609,1030,114879,0.9931,0,0,0,0
81629,467,2099,10486,10411,1062,1020,10293,10621,10401,10555,1022,10121,0.9918,0,0,0
81693,2353,4609,10164,10067,10112,10061,10055,0.9906,0,0,0,0,0,0,0,0
81706,1050,1958,1012,10092,10130,10097,10062,1009,0.9958,0,0,0,0,0,0,0
81786,21,4363,10257,10057,116236,5452,4609,7391,5460,11128,0.9906,0,0,0,0,0
81831,4609,10061,10067,10055,10197,10036,10213,10038,0.9914,0,0,0,0,0,0,0
8187,4609,10067,10061,10055,10197,10221,100132464,0.9889,0,0,0,0,0,0,0,0
81930,1958,3725,1012,10164,10092,10044,10131,10062,10107,10163,10128,0.9949,0,0,0,0
81931,10057,30,10449,414149,47,7391,2625,6257,6778,6872,0.9934,0,0,0,0,0
8208,1050,10036,1649,1958,1012,1009,10044,10062,10221,10156,0.9968,0,0,0,0,0
821,1869,4609,10052,10092,10067,10061,10124,10055,10085,10127,10158,10056,0.998,0,0,0
8218,9869,197257,114897,1259,1312,23309,2176,10915,153684,10587,0.9915,0,0,0,0,0
822,53335,1879,3725,7020,10164,10038,10092,10057,10139,10130,10165,10059,0.989,0,0,0
8270,1879,1958,4609,1012,10061,10067,10055,10111,0.9955,0,0,0,0,0,0,0
8277,23462,4609,10067,10055,10061,10036,10221,10197,10171,100132464,0.9882,0,0,0,0,0
8309,367,6258,1012,10401,1071,11140,1581,0.9982,0,0,0,0,0,0,0,0
8313,51176,8463,332,4684,1959,5452,1488,0.9925,0,0,0,0,0,0,0,0
8318,1869,1870,8061,2353,4171,10052,10164,10216,10085,10092,10211,10051,0.9956,0,0,0
8323,10057,47,6296,130399,11093,5971,2551,10664,23462,7026,5452,6925,0.9981,0,0,0
8326,1869,1870,1875,144455,1958,1012,10052,10085,0.9983,0,0,0,0,0,0,0
8338,1869,2648,7020,10052,10085,10051,10059,10121,10092,0.9975,0,0,0,0,0,0
83394,1958,1960,4609,1012,10055,10128,10062,10097,10061,10096,10067,100289635,0.9969,0,0,0
8341,1869,2353,3725,4609,10052,10061,10092,10085,10067,100132464,10051,10062,10055,0.9955,0,0
83449,3725,10332,10164,10402,10221,10131,10216,1019,10615,10128,0.9939,0,0,0,0,0
83461,1869,1870,2099,2353,10052,10164,10085,1018,1003,10158,10019,10051,10057,10124,0.9971,0
83463,1869,1870,1875,144455,7020,10052,10085,10103,10057,0.9977,0,0,0,0,0,0
83481,4609,7020,10061,10067,10092,10055,10057,100132464,10016,10036,10056,10059,0.9923,0,0,0
83483,10057,116236,36,176,47,5452,1488,0.9977,0,0,0,0,0,0,0,0
83540,467,10293,112476,10131,10681,1062,10621,10961,10128,11000,11243,0.9911,0,0,0,0
83543,467,1869,1870,1875,144455,10085,10052,10092,10253,10236,1021,10257,10124,10155,10051,0.9987
83643,7020,10057,10221,10092,10196,10130,10016,10059,10165,10128,0.9968,0,0,0,0,0
83714,367,60468,1012,1071,1588,11199,11140,10106,10401,11188,10765,10164,1153,0.9977,0,0
83854,1879,2099,10103,10121,0.9961,0,0,0,0,0,0,0,0,0,0,0
83856,1960,10540,10894,1031,11004,10535,11273,10262,11060,11316,10782,0.9932,0,0,0,0
83871,60468,1958,2353,3725,4609,1012,10061,10067,10092,10112,10055,100132464,10036,10016,100289635,0.9935
83875,2625,143941,10174,10164,10253,10402,0.9929,0,0,0,0,0,0,0,0,0
